page,mbfclink,bias_rating,factual_reporting,country,media_type,trafficpopularity,credibility_rating,source,domain,leaning,press_freedom_rank,bias_label_5_class
KXLY – Spokane News,https://mediabiasfactcheck.com/kxly-spokane-news-bias/,LEAST BIASED,HIGH,USA,TV Station,Medium Traffic,HIGH CREDIBILITY,https://www.kxly.com/,kxly.com,center,,center
KXRM – Colorado Springs News,https://mediabiasfactcheck.com/kxrm-colorado-springs-news/,LEAST BIASED,HIGH,USA,TV Station,Medium Traffic,HIGH CREDIBILITY,https://www.fox21news.com/,fox21news.com,center,MOSTLY FREE,center
KXXV – Waco News,https://mediabiasfactcheck.com/kxxv-waco-news-bias/,LEAST BIASED,HIGH,USA,TV Station,Medium Traffic,HIGH CREDIBILITY,https://www.kxxv.com/,kxxv.com,center,,center
KYMA – Yuma,https://mediabiasfactcheck.com/kyma-yuma-bias/,LEAST BIASED,HIGH,USA,TV Station,Medium Traffic,HIGH CREDIBILITY,https://kyma.com/,kyma.com,center,,center
KYOU – Ottumwa News,https://mediabiasfactcheck.com/kyou-ottumwa-news-bias/,LEAST BIASED,HIGH,USA,TV Station,Medium Traffic,HIGH CREDIBILITY,https://www.kyoutv.com/,kyoutv.com,center,,center
La Crosse Tribune,https://mediabiasfactcheck.com/la-crosse-tribune-bias/,LEAST BIASED,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://lacrossetribune.com/,lacrossetribune.com,center,,center
La Devoir,https://mediabiasfactcheck.com/le-devoir/,LEAST BIASED,HIGH,Canada,Newspaper,High Traffic,HIGH CREDIBILITY,http://www.ledevoir.com/,ledevoir.com,center,,center
Lahaina News,https://mediabiasfactcheck.com/lahaina-news-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.lahainanews.com/,lahainanews.com,center,,center
Lake County Record-Bee,https://mediabiasfactcheck.com/lake-county-record-bee-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.record-bee.com/,record-bee.com,center,,center
Lake Geneva Regional News,https://mediabiasfactcheck.com/lake-geneva-regional-news-bias/,LEAST BIASED,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.lakegenevanews.net/,lakegenevanews.net,center,,center
La Libre,https://mediabiasfactcheck.com/la-libre/,LEAST BIASED,HIGH,Belgium,Newspaper,High Traffic,HIGH CREDIBILITY,https://www.lalibre.be/,lalibre.be,center,,center
Lansing State Journal,https://mediabiasfactcheck.com/lansing-state-journal/,LEAST BIASED,HIGH,USA,,,,https://www.lansingstatejournal.com,lansingstatejournal.com,center,,center
Las Cruces Sun-News,https://mediabiasfactcheck.com/las-cruces-sun-news/,LEAST BIASED,HIGH,USA,,,,https://www.lcsun-news.com,lcsun-news.com,center,,center
Law360,https://mediabiasfactcheck.com/law360/,LEAST BIASED,HIGH,USA,Website,Medium Traffic,HIGH CREDIBILITY,https://www.law360.com/,law360.com,center,,center
Lawfare Blog,https://mediabiasfactcheck.com/lawfare-blog/,LEAST BIASED,VERY HIGH,USA,,,,https://www.lawfareblog.com/,lawfareblog.com,center,,center
Lawrence Journal-World,https://mediabiasfactcheck.com/lawrence-journal-world-bias/,LEAST BIASED,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www2.ljworld.com/,ljworld.com,center,,center
Lead Stories,https://mediabiasfactcheck.com/lead-stories/,LEAST BIASED,VERY HIGH,USA (44/180 Press Freedom),Website,Medium Traffic,HIGH CREDIBILITY,https://leadstories.com/,leadstories.com,center,,center
Leavenworth Times,https://mediabiasfactcheck.com/leavenworth-times/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.leavenworthtimes.com/,leavenworthtimes.com,center,,center
Lebanon Daily News,https://mediabiasfactcheck.com/lebanon-daily-news/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.ldnews.com/,ldnews.com,center,,center
Lebanon-Express,https://mediabiasfactcheck.com/lebanon-express-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://lebanon-express.com/,lebanon-express.com,center,,center
Le Soir,https://mediabiasfactcheck.com/le-soir/,LEAST BIASED,HIGH,Belgium,Newspaper,High Traffic,HIGH CREDIBILITY,lesoir.be,lesoir.be,center,,center
Lexington Herald-Clipper,https://mediabiasfactcheck.com/lexington-clipper-herald-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://lexch.com/,lexch.com,center,,center
Lincoln Journal Star,https://mediabiasfactcheck.com/lincoln-journal-star/,LEAST BIASED,HIGH,USA,,,,https://journalstar.com/,journalstar.com,center,,center
Live Universal Awareness Map,https://mediabiasfactcheck.com/live-universal-awareness-map-bias/,LEAST BIASED,MOSTLY FACTUAL,USA,Website,High Traffic,HIGH CREDIBILITY,https://liveuamap.com/,liveuamap.com,center,MOSTLY FREE,center
LNP – LancasterOnline,https://mediabiasfactcheck.com/lnp-lancasteronline/,LEAST BIASED,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://lancasteronline.com/,lancasteronline.com,center,,center
Logically,https://mediabiasfactcheck.com/logically/,LEAST BIASED,HIGH,United Kingdom,Website,Medium Traffic,HIGH CREDIBILITY,https://www.logically.ai/,logically.ai,center,,center
Lompoc Record,https://mediabiasfactcheck.com/lompoc-record/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,http://lompocrecord.com/,lompocrecord.com,center,,center
Longview News-Journal,https://mediabiasfactcheck.com/longview-news-journal/,LEAST BIASED,HIGH,USA,,,,https://www.news-journal.com,news-journal.com,center,,center
Loveland Reporter-Herald,https://mediabiasfactcheck.com/loveland-reporter-herald/,LEAST BIASED,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.reporterherald.com/,reporterherald.com,center,,center
Lovely County Citizen,https://mediabiasfactcheck.com/lovely-county-citizen-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.lovelycitizen.com/,lovelycitizen.com,center,,center
Lynchburg News and Advance,https://mediabiasfactcheck.com/lynchburg-news-and-advance-bias/,LEAST BIASED,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://newsadvance.com/,newsadvance.com,center,,center
MakeUseOf,https://mediabiasfactcheck.com/makeuseof/,LEAST BIASED,HIGH,USA,,,,https://www.makeuseof.com/,makeuseof.com,center,,center
Marshall Mountain Wave,https://mediabiasfactcheck.com/marshall-mountain-wave-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.emountainwave.com/,emountainwave.com,center,,center
Marshalltown Times-Republican,https://mediabiasfactcheck.com/marshalltown-times-republican-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.timesrepublican.com/,timesrepublican.com,center,,center
Martinsville Bulletin,https://mediabiasfactcheck.com/martinsville-bulletin-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://martinsvillebulletin.com/,martinsvillebulletin.com,center,,center
McDowell News,https://mediabiasfactcheck.com/mcdowell-news-bias/,LEAST BIASED,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://mcdowellnews.com/,mcdowellnews.com,center,,center
McPherson Sentinel,https://mediabiasfactcheck.com/mcpherson-sentinel-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.mcphersonsentinel.com/,mcphersonsentinel.com,center,,center
MediaPost,https://mediabiasfactcheck.com/mediapost-bias/,LEAST BIASED,HIGH,USA,Website,Medium Traffic,HIGH CREDIBILITY,https://www.mediapost.com/,mediapost.com,center,,center
Memeorandum,https://mediabiasfactcheck.com/memeorandum/,LEAST BIASED,MIXED,USA (44/180 Press Freedom),Website,Medium Traffic,MEDIUM CREDIBILITY,http://www.memeorandum.com/,memeorandum.com,center,,center
Memphis Commercial Appeal,https://mediabiasfactcheck.com/memphis-commercial-appeal/,LEAST BIASED,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.commercialappeal.com/,commercialappeal.com,center,,center
Mendocino Beacon,https://mediabiasfactcheck.com/mendocino-beacon-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.mendocinobeacon.com/,mendocinobeacon.com,center,,center
Mental Floss,https://mediabiasfactcheck.com/mental-floss/,LEAST BIASED,HIGH,USA,,,,http://mentalfloss.com/,mentalfloss.com,center,,center
Meriden Record-Journal,https://mediabiasfactcheck.com/meriden-record-journal/,LEAST BIASED,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.myrecordjournal.com/,myrecordjournal.com,center,,center
Merion West,https://mediabiasfactcheck.com/merion-west/,LEAST BIASED,HIGH,USA,,,,https://merionwest.com/,merionwest.com,center,,center
Mesa Tribune,https://mediabiasfactcheck.com/mesa-tribune-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.themesatribune.com/,themesatribune.com,center,,center
MetroWest Daily News,https://mediabiasfactcheck.com/metrowest-daily-news/,LEAST BIASED,HIGH,USA,,,,https://www.metrowestdailynews.com,metrowestdailynews.com,center,,center
NewsNation,https://mediabiasfactcheck.com/newsnation/,LEAST BIASED,HIGH,USA,TV Station,High Traffic,HIGH CREDIBILITY,https://www.newsnationnow.com/,newsnationnow.com,center,MOSTLY FREE,center
Miami County Republic,https://mediabiasfactcheck.com/miami-county-republic-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.republic-online.com/,republic-online.com,center,,center
Military.com,https://mediabiasfactcheck.com/military-com/,LEAST BIASED,HIGH,USA (44/180 Press Freedom),Website,High Traffic,HIGH CREDIBILITY,https://www.military.com/,military.com,center,,center
Military Times,https://mediabiasfactcheck.com/military-times/,LEAST BIASED,HIGH,USA (45/180 Press Freedom),Newspaper,High Traffic,HIGH CREDIBILITY,https://www.militarytimes.com,militarytimes.com,center,,center
Mint Newspaper,https://mediabiasfactcheck.com/mint-newspaper-bias/,LEAST BIASED,MIXED,India,Newspaper,High Traffic,MEDIUM CREDIBILITY,https://www.livemint.com/,livemint.com,center,,center
Missoulian,https://mediabiasfactcheck.com/missoulian/,LEAST BIASED,HIGH,USA,,,,https://missoulian.com/,missoulian.com,center,,center
Modern Healthcare,https://mediabiasfactcheck.com/modern-healthcare/,LEAST BIASED,HIGH,USA,Magazine,Medium Traffic,HIGH CREDIBILITY,https://www.modernhealthcare.com/,modernhealthcare.com,center,,center
Monroe News Star,https://mediabiasfactcheck.com/monroe-news-star-bias/,LEFT-CENTER,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.thenewsstar.com/,thenewsstar.com,center,MOSTLY FREE,leftcenter
Montana Standard,https://mediabiasfactcheck.com/montana-standard/,LEAST BIASED,HIGH,USA,,,,https://mtstandard.com/,mtstandard.com,center,,center
Mooresville Tribune,https://mediabiasfactcheck.com/mooresville-tribune-bias/,LEAST BIASED,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://mooresvilletribune.com/,mooresvilletribune.com,center,,center
Morganton News Herald,https://mediabiasfactcheck.com/morganton-news-herald-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://morganton.com/,morganton.com,center,,center
Morning Consult,https://mediabiasfactcheck.com/morning-consult/,LEAST BIASED,VERY HIGH,USA (45/180 Press Freedom),Organization/Foundation,Medium Traffic,HIGH CREDIBILITY,https://morningconsult.com/,morningconsult.com,center,,center
Mountaineer Echo,https://mediabiasfactcheck.com/mountaineer-echo-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.flippinonline.com/,flippinonline.com,center,,center
Muscatine Journal,https://mediabiasfactcheck.com/muscatine-journal-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://muscatinejournal.com/,muscatinejournal.com,center,MOSTLY FREE,center
MyNewsLA.com,https://mediabiasfactcheck.com/mynewsla-com/,LEAST BIASED,MOSTLY FACTUAL,USA,Website,Medium Traffic,HIGH CREDIBILITY,https://mynewsla.com/,mynewsla.com,center,,center
Napa Valley Register,https://mediabiasfactcheck.com/napa-valley-register/,LEAST BIASED,HIGH,USA,,,,http://napavalleyregister.com,napavalleyregister.com,center,,center
National Bureau of Economic Research,https://mediabiasfactcheck.com/national-bureau-of-economic-research-nber/,LEAST BIASED,HIGH,USA (45/180 Press Freedom),Organization/Foundation,Medium Traffic,HIGH CREDIBILITY,http://www.nber.org/,nber.org,center,,center
National Conference of State Legislatures,https://mediabiasfactcheck.com/national-conference-of-state-legislatures-ncsl/,LEAST BIASED,HIGH,USA,,,,http://www.ncsl.org,ncsl.org,center,,center
National Institute on Money in State Politics,https://mediabiasfactcheck.com/national-institute-money-state-politics/,LEAST BIASED,HIGH,USA (44/180 Press Freedom),Organization/Foundation,Medium Traffic,HIGH CREDIBILITY,https://www.followthemoney.org/,followthemoney.org,center,,center
National Journal,https://mediabiasfactcheck.com/national-journal/,LEAST BIASED,HIGH,USA,,,,https://www.nationaljournal.com/,nationaljournal.com,center,,center
NationMaster,https://mediabiasfactcheck.com/nationmaster/,LEAST BIASED,HIGH,Australia (25/180 Press Freedom),Website,Medium Traffic,HIGH CREDIBILITY,https://www.nationmaster.com/,nationmaster.com,center,,center
Navy Times,https://mediabiasfactcheck.com/navy-times/,LEAST BIASED,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.navytimes.com/,navytimes.com,center,,center
Newark Post,https://mediabiasfactcheck.com/newark-post-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.newarkpostonline.com/,newarkpostonline.com,center,,center
New Bern Sun Journal,https://mediabiasfactcheck.com/new-bern-sun-journal/,LEAST BIASED,HIGH,USA,,,,https://www.newbernsj.com/,newbernsj.com,center,,center
New England Cable News,https://mediabiasfactcheck.com/new-england-cable-news-necn/,LEAST BIASED,HIGH,USA (44/180 Press Freedom),TV Station,Medium Traffic,HIGH CREDIBILITY,https://www.necn.com/,necn.com,center,,center
New Zealand Herald,https://mediabiasfactcheck.com/new-zealand-herald/,LEAST BIASED,HIGH,New Zealand,,,,http://www.nzherald.co.nz,nzherald.co.nz,center,New Zealand 9/180,center
News and News,https://mediabiasfactcheck.com/news-and-news/,LEAST BIASED,HIGH,USA (44/180 Press Freedom),Website,Minimal Traffic,HIGH CREDIBILITY,https://newsandnews.com/,newsandnews.com,center,,center
News Channel 4,https://mediabiasfactcheck.com/news-channel-4-kfor-com/,LEAST BIASED,HIGH,USA,,,,https://kfor.com/,kfor.com,center,,center
News Facts Network,https://mediabiasfactcheck.com/news-facts-network-nfn/,LEAST BIASED,VERY HIGH,USA,,,,https://newsfactsnetwork.com/,newsfactsnetwork.com,center,,center
News Lookup,https://mediabiasfactcheck.com/news-lookup/,LEAST BIASED,MIXED,USA (44/180 Press Freedom),Website,Minimal Traffic,MEDIUM CREDIBILITY,http://www.newslookup.com,newslookup.com,center,,center
News24,https://mediabiasfactcheck.com/news24-south-africa/,LEAST BIASED,HIGH,South Africa,Website,High Traffic,HIGH CREDIBILITY,https://www.news24.com/,news24.com,center,,center
Newsela,https://mediabiasfactcheck.com/newsela/,LEAST BIASED,HIGH,USA,,,,https://newsela.com/,newsela.com,center,,center
Newsguard,https://mediabiasfactcheck.com/newsguard/,LEAST BIASED,HIGH,USA (44/180 Press Freedom),Website,Medium Traffic,HIGH CREDIBILITY,https://www.newsguardtech.com/,newsguardtech.com,center,,center
NewsNet,https://mediabiasfactcheck.com/newsnet-yournewsnet-com/,LEAST BIASED,HIGH,USA,,,,http://yournewsnet.com,yournewsnet.com,center,,center
NewsNow UK,https://mediabiasfactcheck.com/newsnow-uk/,LEAST BIASED,MIXED,United Kingdom,,,,https://www.newsnow.co.uk/,newsnow.co.uk,center,UK 35/180,center
News Straits Times,https://mediabiasfactcheck.com/new-straits-times/,LEAST BIASED,MOSTLY FACTUAL,Malaysia,,,,https://www.nst.com.my/,nst.com.my,center,Malaysia 101/180,center
New Ulm Journal,https://mediabiasfactcheck.com/new-ulm-journal-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.nujournal.com/,nujournal.com,center,,center
NewzJunky.com,https://mediabiasfactcheck.com/newzjunky-com/,LEAST BIASED,MIXED,USA,,,,http://www.newzjunky.com/,newzjunky.com,center,,center
NextGOV,https://mediabiasfactcheck.com/nextgov/,LEAST BIASED,HIGH,USA,,,,https://www.nextgov.com/,nextgov.com,center,,center
NK News,https://mediabiasfactcheck.com/nk-news/,LEAST BIASED,MOSTLY FACTUAL,USA,Website,Medium Traffic,HIGH CREDIBILITY,https://www.nknews.org,nknews.org,center,,center
No Labels,https://mediabiasfactcheck.com/no-labels/,LEAST BIASED,HIGH,USA (44/180 Press Freedom),Organization/Foundation,Minimal Traffic,HIGH CREDIBILITY,https://www.nolabels.org/,nolabels.org,center,,center
Noozhawk,https://mediabiasfactcheck.com/noozhawk/,LEAST BIASED,HIGH,USA (44/180 Press Freedom),Website,Medium Traffic,HIGH CREDIBILITY,https://www.noozhawk.com/,noozhawk.com,center,,center
Norfolk Daily News,https://mediabiasfactcheck.com/norfolk-daily-news/,LEAST BIASED,HIGH,USA,,,,http://norfolkdailynews.com,norfolkdailynews.com,center,,center
North Korea Times,https://mediabiasfactcheck.com/north-korea-times/,LEAST BIASED,MOSTLY FACTUAL,USA,Website,Minimal Traffic,MEDIUM CREDIBILITY,https://www.northkoreatimes.com,northkoreatimes.com,center,,center
North Platte Telegraph,https://mediabiasfactcheck.com/north-platte-telegraph-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://nptelegraph.com/,nptelegraph.com,center,,center
North Tama Telegraph,https://mediabiasfactcheck.com/north-tama-telegraph-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.northtamatelegraph.com/,northtamatelegraph.com,center,,center
Northwest Florida Daily News,https://mediabiasfactcheck.com/northwest-florida-daily-news/,LEAST BIASED,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.nwfdailynews.com/,nwfdailynews.com,center,,center
Northwest Indiana Times,https://mediabiasfactcheck.com/northwest-indiana-times/,LEAST BIASED,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,http://www.nwitimes.com,nwitimes.com,center,,center
Novinite,https://mediabiasfactcheck.com/novinite/,LEAST BIASED,MOSTLY FACTUAL,Bulgaria,Website,Medium Traffic,HIGH CREDIBILITY,https://www.novinite.com/,novinite.com,center,,center
Opelika Auburn News,https://mediabiasfactcheck.com/opelika-auburn-news/,LEAST BIASED,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://oanow.com/,oanow.com,center,MOSTLY FREE,center
OpenMind Magazine,https://mediabiasfactcheck.com/openmind-magazine-bias/,LEAST BIASED,HIGH,USA,Website,Minimal Traffic,HIGH CREDIBILITY,https://www.openmindmag.org/,openmindmag.org,center,,center
Oregonian,https://mediabiasfactcheck.com/oregonian/,LEAST BIASED,HIGH,USA,Newspaper,High Traffic,HIGH CREDIBILITY,https://www.oregonlive.com,oregonlive.com,center,,center
Oroville Mercury-Register,https://mediabiasfactcheck.com/oroville-mercury-register-bias/,LEAST BIASED,HIGH,USA,Newspaper,Minimal Traffic,HIGH CREDIBILITY,https://www.montereyherald.com/,montereyherald.com,center,,center
Oyez Project,https://mediabiasfactcheck.com/oyez-project/,LEAST BIASED,VERY HIGH,USA,,,,https://www.oyez.org,oyez.org,center,,center
Pacific Daily News,https://mediabiasfactcheck.com/pacific-daily-news/,LEAST BIASED,HIGH,Guam,,,,https://www.guampdn.com/,guampdn.com,center,USA Territory 45/180,center
Park Record,https://mediabiasfactcheck.com/park-record-bias/,LEAST BIASED,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.parkrecord.com/,parkrecord.com,center,,center
Patch,https://mediabiasfactcheck.com/patch/,LEAST BIASED,HIGH,USA (44/180 Press Freedom),Website,High Traffic,HIGH CREDIBILITY,https://patch.com/,patch.com,center,,center
Patheos,https://mediabiasfactcheck.com/patheos/,LEAST BIASED,MIXED,USA (44/180 Press Freedom),Website,Medium Traffic,MEDIUM CREDIBILITY,https://www.patheos.com/,patheos.com,center,,center
Pensacola News Journal,https://mediabiasfactcheck.com/pensacola-news-journal/,LEAST BIASED,HIGH,USA,,,,https://www.pnj.com,pnj.com,center,,center
Peoria Journal Star,https://mediabiasfactcheck.com/peoria-journal-star/,LEAST BIASED,HIGH,USA,Newspaper,Medium Traffic,HIGH CREDIBILITY,https://www.pjstar.com/,pjstar.com,center,,center
Peterson Foundation,https://mediabiasfactcheck.com/peterson-foundation/,LEAST BIASED,HIGH,USA,,,,http://www.pgpf.org/,pgpf.org,center,,center
Peterson Institute for International Economics,https://mediabiasfactcheck.com/peterson-institute-for-international-economics/,LEAST BIASED,HIGH,USA (44/180 Press Freedom),Organization/Foundation,Medium Traffic,HIGH CREDIBILITY,https://piie.com/,piie.com,center,,center
Pew Research,https://mediabiasfactcheck.com/pew-research/,LEAST BIASED,VERY HIGH,USA (45/180 Press Freedom),Organization/Foundation,High Traffic,HIGH CREDIBILITY,https://www.pewresearch.org/,pewresearch.org,center,,center
